Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Exam Score
Student_1822,2822,85.8,72.8,85.2,79.4,94.8,2.6,66.5,7.3,79.5
Student_1823,2823,82.8,64.9,69.1,64.3,77.6,1.0,82.3,8.2,69.3
Student_1824,2824,78.5,74.8,78.4,83.7,85.6,3.2,78.3,8.1,78.2
Student_1825,2825,86.7,74.2,86.6,68.8,98.5,6.3,56.6,4.0,81.1
Student_1826,2826,89.4,77.9,89.0,77.2,91.1,4.4,81.3,7.0,83.9
Student_1827,2827,74.1,76.0,74.3,76.3,89.5,2.2,52.0,6.6,73.3
Student_1828,2828,99.1,84.6,72.3,82.8,74.9,5.5,57.4,5.3,80.8
Student_1829,2829,84.0,86.1,77.3,74.5,80.3,5.8,68.3,7.7,82.0
Student_1830,2830,85.2,62.4,61.2,74.0,64.8,4.2,61.7,9.6,69.6
Student_1831,2831,92.1,85.4,72.7,94.4,83.0,7.1,83.3,4.0,84.2
Student_1832,2832,87.3,60.8,83.9,82.8,80.7,5.2,74.3,6.2,77.7
Student_1833,2833,94.5,82.1,82.7,74.4,78.2,5.0,96.5,5.1,83.0
Student_1834,2834,87.9,82.4,71.8,77.5,88.3,2.8,66.3,7.1,77.9
Student_1835,2835,78.9,52.1,77.6,96.5,65.9,4.9,68.2,6.5,72.1
Student_1836,2836,88.6,76.1,65.1,77.6,94.3,4.3,88.2,6.1,77.5
Student_1837,2837,73.6,69.4,83.4,73.1,87.0,4.8,68.6,8.0,77.3
Student_1838,2838,86.1,65.9,74.1,73.2,77.3,3.0,92.4,9.5,75.5
Student_1839,2839,84.7,91.2,71.7,74.5,76.5,4.2,78.1,10.0,81.6
Student_1840,2840,82.9,67.2,70.7,74.1,82.8,2.8,34.7,5.9,70.1
Student_1841,2841,83.7,65.3,74.2,67.2,93.2,0.8,87.7,4.3,70.7
Student_1842,2842,66.2,75.9,69.6,68.8,79.0,5.5,83.7,7.8,74.6
Student_1843,2843,79.5,83.2,82.9,71.7,79.4,1.7,84.3,9.4,79.3
Student_1844,2844,85.9,73.3,70.3,85.9,78.2,4.2,41.3,8.2,75.6
Student_1845,2845,86.6,89.0,94.1,76.2,95.8,4.5,60.1,9.4,88.2
Student_1846,2846,74.7,81.4,92.6,77.9,74.3,4.5,61.2,6.7,80.8
Student_1847,2847,97.7,48.9,64.3,92.7,77.7,3.6,57.4,6.1,69.6
Student_1848,2848,76.3,68.6,75.8,93.0,92.6,4.4,96.1,7.2,78.9
Student_1849,2849,94.7,68.3,67.2,77.2,79.5,4.7,69.8,6.5,75.2
Student_1850,2850,89.3,80.8,71.1,73.7,89.4,5.1,69.5,8.0,80.3
Student_1851,2851,78.5,43.5,99.0,71.4,68.9,6.6,78.3,8.5,76.1
Student_1852,2852,100.0,100.0,71.3,86.9,75.9,4.4,78.5,8.6,86.7
Student_1853,2853,73.1,81.4,79.3,78.0,92.8,4.1,20.0,7.8,77.2
Student_1854,2854,94.2,76.8,81.5,76.1,71.2,2.6,60.3,7.4,77.8
Student_1855,2855,95.0,89.2,63.0,71.9,76.5,4.7,48.8,8.2,78.3
Student_1856,2856,78.3,100.0,64.7,72.3,80.6,5.0,76.0,4.1,79.1
Student_1857,2857,98.9,85.4,60.5,83.2,68.1,3.7,65.7,7.3,77.1
Student_1858,2858,82.5,86.4,64.4,66.8,73.9,4.8,70.2,7.1,76.0
Student_1859,2859,87.9,76.6,40.8,89.9,79.1,3.6,38.8,7.3,68.7
Student_1860,2860,87.6,73.3,81.5,74.7,78.5,5.0,65.4,6.9,78.8
Student_1861,2861,83.7,69.3,99.7,78.5,90.8,5.4,86.7,7.6,85.3
Student_1862,2862,93.1,65.1,76.8,66.6,93.4,5.3,91.1,6.1,78.3
Student_1863,2863,92.9,66.8,58.0,79.9,69.4,4.2,80.8,8.7,72.7
Student_1864,2864,67.5,58.8,67.3,76.7,79.1,2.4,50.0,7.7,66.0
Student_1865,2865,98.0,74.1,69.5,79.5,84.7,3.1,88.9,7.2,78.2
Student_1866,2866,68.4,54.8,62.8,94.7,93.2,4.9,80.9,6.0,70.4
Student_1867,2867,95.3,77.3,85.3,81.8,85.2,7.7,68.2,8.2,86.9
Student_1868,2868,96.3,74.6,84.7,72.1,80.9,3.5,39.6,7.3,78.7
Student_1869,2869,74.1,76.8,61.1,72.9,84.7,4.7,84.3,5.9,73.2
Student_1870,2870,80.9,68.7,83.7,86.0,84.7,3.2,61.1,6.9,77.0
Student_1871,2871,73.9,100.0,93.3,93.0,68.7,2.5,75.2,7.9,85.8
Student_1872,2872,82.9,91.3,97.8,82.8,79.9,3.0,71.0,7.8,86.4
Student_1873,2873,81.9,60.1,100.0,86.9,92.6,0.9,93.1,7.7,79.7
Student_1874,2874,92.8,77.8,64.2,86.1,75.9,6.0,68.1,7.1,78.5
Student_1875,2875,98.1,67.7,100.0,94.2,79.3,0.7,69.8,8.5,82.4
Student_1876,2876,99.0,62.8,70.7,60.5,75.6,3.6,93.7,8.9,74.6
Student_1877,2877,79.4,58.9,67.9,86.7,54.9,2.2,60.1,8.1,67.0
Student_1878,2878,82.9,80.2,78.9,89.8,78.2,2.7,82.2,6.1,78.9
Student_1879,2879,68.2,66.8,68.0,66.6,81.0,6.1,67.0,5.4,70.9
Student_1880,2880,76.9,86.6,79.8,71.1,72.9,4.3,55.0,6.2,77.8
Student_1881,2881,94.6,86.9,59.2,71.5,66.5,2.6,70.0,9.9,75.6
Student_1882,2882,100.0,91.5,72.1,72.7,69.2,3.1,80.4,7.4,80.9
Student_1883,2883,72.7,64.8,90.4,75.2,85.6,2.9,90.3,10.0,78.2
Student_1884,2884,79.1,80.7,74.3,82.4,97.7,3.9,92.1,6.8,80.6
Student_1885,2885,84.7,82.6,76.7,88.7,91.8,4.3,65.6,6.6,81.5
Student_1886,2886,87.8,69.3,80.7,90.8,64.6,6.8,55.2,6.9,79.2
Student_1887,2887,76.9,65.7,89.0,71.6,86.5,1.1,65.2,6.9,73.9
Student_1888,2888,89.2,94.3,55.1,71.6,71.4,3.9,52.3,5.8,74.4
Student_1889,2889,80.3,77.7,82.0,93.2,72.2,3.5,66.7,5.3,78.1
Student_1890,2890,84.9,82.6,71.8,86.5,73.4,5.4,64.9,7.8,79.8
Student_1891,2891,90.5,65.1,77.0,80.8,85.1,4.5,80.9,8.6,78.6
Student_1892,2892,85.1,60.4,87.7,84.7,87.6,4.9,36.9,10.0,78.8
Student_1893,2893,80.6,68.2,60.7,79.7,77.0,4.5,59.0,6.3,70.5
Student_1894,2894,83.9,73.5,62.8,85.2,77.2,2.6,59.1,6.5,71.7
Student_1895,2895,84.1,62.2,51.8,76.6,82.6,5.8,87.8,5.8,70.2
Student_1896,2896,81.3,74.9,68.4,82.7,83.7,5.2,53.3,8.7,76.9
Student_1897,2897,82.4,54.7,91.0,64.9,89.8,5.4,73.4,8.2,77.4
Student_1898,2898,100.0,61.6,73.6,73.1,65.2,5.9,68.1,5.7,74.8
Student_1899,2899,90.6,83.1,58.9,73.2,78.2,4.6,85.6,5.6,75.9
Student_1900,2900,82.0,82.2,69.2,76.3,67.3,6.2,78.9,8.4,79.0
Student_1901,2901,92.0,70.3,57.1,70.7,77.5,4.6,71.8,7.6,72.4
Student_1902,2902,81.7,62.8,61.5,74.7,75.7,3.7,61.7,8.1,69.2
Student_1903,2903,96.7,62.7,79.7,64.9,77.5,4.0,42.2,5.7,73.3
Student_1904,2904,88.7,70.5,60.9,85.5,70.0,4.0,73.7,4.2,71.4
Student_1905,2905,83.9,82.7,88.4,79.2,63.1,3.2,78.0,5.7,79.5
Student_1906,2906,89.5,86.1,74.1,62.9,57.1,6.4,46.4,8.0,78.1
Student_1907,2907,69.3,69.0,76.0,71.7,76.7,4.4,51.5,10.0,73.5
Student_1908,2908,73.7,61.2,71.7,83.4,73.7,4.1,73.8,6.4,70.9
Student_1909,2909,73.1,78.2,84.3,74.6,71.2,4.6,75.1,10.0,79.5
Student_1910,2910,86.4,65.1,84.4,73.0,91.2,8.5,55.1,8.2,82.1
Student_1911,2911,100.0,68.8,79.0,79.3,69.4,2.3,61.4,4.9,74.6
Student_1912,2912,100.0,90.9,81.8,83.4,92.2,2.7,42.5,7.3,84.2
Student_1913,2913,91.4,84.9,72.5,65.6,94.2,1.9,90.7,8.3,79.7
Student_1914,2914,90.0,76.9,81.5,85.5,58.5,3.7,50.5,4.0,75.7
Student_1915,2915,67.0,59.7,70.9,72.0,78.9,4.4,78.1,8.0,70.1
Student_1916,2916,79.6,77.5,75.0,79.8,74.0,3.3,69.5,8.8,76.7
Student_1917,2917,77.1,87.8,71.7,79.6,48.9,3.2,89.3,7.6,75.8
Student_1918,2918,78.8,70.5,69.5,74.7,63.6,4.2,58.1,6.9,71.2
Student_1919,2919,83.3,91.2,66.7,69.8,85.7,3.2,70.9,6.7,77.5
Student_1920,2920,80.3,90.5,80.6,77.1,98.2,4.5,44.5,6.7,82.4
Student_1921,2921,65.2,95.0,90.7,96.3,87.0,5.7,40.9,5.2,84.9
Student_1922,2922,92.5,78.7,89.1,66.4,81.2,5.0,78.9,6.0,82.6
Student_1923,2923,74.3,82.0,59.9,96.9,77.8,5.3,43.2,6.4,74.7
Student_1924,2924,87.4,92.0,90.5,77.4,94.8,5.6,66.6,7.2,88.6
Student_1925,2925,100.0,80.4,71.2,80.4,99.5,4.4,85.2,6.2,82.7
Student_1926,2926,75.8,69.0,82.2,69.1,72.1,3.8,81.2,5.7,73.9
Student_1927,2927,59.7,69.6,64.1,72.3,58.0,2.8,60.0,8.1,65.2
Student_1928,2928,82.1,77.9,76.7,75.0,57.0,3.4,46.2,7.6,73.7
Student_1929,2929,96.0,59.5,78.8,69.5,91.2,3.2,77.6,6.2,75.3
Student_1930,2930,100.0,73.3,57.2,77.9,77.5,5.1,90.1,7.8,76.7
Student_1931,2931,72.7,88.2,82.3,75.9,79.8,4.5,60.1,6.3,79.8
Student_1932,2932,90.0,48.7,91.2,98.5,60.1,5.0,58.0,7.1,75.7
Student_1933,2933,80.3,93.4,72.9,68.3,70.5,2.3,62.1,8.5,77.2
Student_1934,2934,83.9,88.5,91.3,81.0,75.0,6.1,78.6,6.1,86.2
Student_1935,2935,100.0,69.5,72.7,82.5,80.1,3.4,88.4,5.2,77.3
Student_1936,2936,70.0,81.5,85.2,69.3,74.0,2.3,51.4,6.8,74.8
Student_1937,2937,87.5,75.0,48.4,86.9,67.6,3.3,47.5,5.0,67.6
Student_1938,2938,89.7,89.8,100.0,76.0,70.2,7.7,100.0,6.6,91.6
Student_1939,2939,95.9,86.8,92.9,55.1,90.1,3.4,67.3,6.6,84.0
Student_1940,2940,86.0,58.2,71.6,86.6,80.4,3.5,73.8,4.0,71.3
Student_1941,2941,88.1,82.0,51.3,68.8,84.1,3.7,59.6,7.8,72.4
Student_1942,2942,81.1,72.5,78.5,69.5,69.0,3.8,77.3,6.7,74.8
Student_1943,2943,87.7,76.0,57.7,86.9,48.5,2.8,84.4,8.8,71.5
Student_1944,2944,81.6,66.3,80.3,76.5,72.8,4.2,74.5,7.3,75.4
Student_1945,2945,91.2,96.0,79.9,89.2,69.3,5.6,96.1,8.1,88.0
Student_1946,2946,81.3,87.5,63.7,92.1,81.5,4.5,65.1,8.8,79.5
Student_1947,2947,88.8,66.1,88.5,73.6,100.0,2.3,66.1,6.8,78.4
Student_1948,2948,84.7,59.0,84.7,87.9,85.0,3.5,73.5,7.0,76.5
Student_1949,2949,96.3,70.4,86.7,72.4,100.0,3.2,77.0,4.6,80.3
Student_1950,2950,84.5,80.2,75.1,100.0,83.7,4.1,73.4,8.9,82.1
Student_1951,2951,67.3,77.9,58.0,73.1,71.7,6.0,50.7,6.8,70.4
Student_1952,2952,97.6,90.0,86.7,90.3,81.5,3.8,74.7,5.5,86.3
Student_1953,2953,75.9,84.5,71.8,88.4,95.8,3.9,64.4,8.1,80.0
Student_1954,2954,78.5,86.6,58.3,83.2,96.3,6.7,61.3,4.0,77.6
Student_1955,2955,79.0,78.9,91.2,73.3,72.2,5.3,70.5,6.4,81.0
Student_1956,2956,98.7,58.3,100.0,78.5,80.5,4.9,55.6,8.4,82.1
Student_1957,2957,63.6,72.7,74.5,58.5,63.7,6.9,53.0,6.3,71.4
Student_1958,2958,100.0,87.7,100.0,82.2,86.2,4.7,30.8,5.9,88.0
Student_1959,2959,95.6,74.4,76.1,83.5,93.5,1.0,96.2,6.4,78.7
Student_1960,2960,87.2,81.0,70.4,81.3,78.4,5.2,78.3,4.0,78.0
Student_1961,2961,84.5,71.2,67.4,50.3,71.3,1.6,68.2,8.1,68.5
Student_1962,2962,87.9,62.6,94.6,67.3,81.6,4.7,60.0,6.8,78.4
Student_1963,2963,90.2,73.5,65.6,72.5,82.2,1.4,26.9,6.6,69.8
Student_1964,2964,91.5,78.7,83.8,82.9,78.8,3.3,59.1,6.6,80.1
Student_1965,2965,90.6,67.1,68.3,82.9,79.8,3.5,80.7,7.0,74.8
Student_1966,2966,85.9,72.2,69.5,78.3,76.3,2.8,84.1,8.0,74.8
Student_1967,2967,83.0,63.7,87.4,86.4,88.0,3.5,79.6,6.9,78.6
Student_1968,2968,83.5,88.4,70.4,69.7,85.4,5.5,72.4,5.0,79.4
Student_1969,2969,83.1,71.5,70.1,86.1,68.2,2.9,89.6,7.9,74.5
Student_1970,2970,96.3,92.4,88.6,84.7,67.9,4.8,65.1,7.7,86.9
Student_1971,2971,90.9,93.3,94.2,83.8,75.5,2.6,86.3,7.3,86.9
Student_1972,2972,55.6,74.0,82.7,78.2,85.4,3.7,64.2,8.6,75.0
Student_1973,2973,91.6,62.9,67.1,98.3,79.5,4.5,56.8,7.0,74.9
Student_1974,2974,86.9,50.0,68.9,84.9,71.6,2.5,54.9,8.7,68.0
Student_1975,2975,84.8,57.3,76.0,70.3,80.6,2.0,54.0,9.1,70.4
Student_1976,2976,81.1,58.5,78.9,82.5,74.7,4.7,79.9,7.9,74.8
Student_1977,2977,96.2,91.5,63.1,87.5,86.8,5.7,58.9,5.9,82.2
Student_1978,2978,94.5,76.4,83.7,74.1,81.3,3.9,54.5,6.8,79.7
Student_1979,2979,77.3,79.7,76.0,90.9,74.8,3.3,80.7,8.9,78.8
Student_1980,2980,89.1,48.4,54.4,83.8,80.3,4.2,74.9,4.8,65.8
Student_1981,2981,75.3,60.6,63.9,56.6,91.2,4.1,84.4,6.4,68.7
Student_1982,2982,71.2,85.6,69.0,83.0,72.3,4.4,77.7,6.5,76.5
Student_1983,2983,78.7,78.4,74.1,75.9,82.0,0.2,58.7,5.7,71.6
Student_1984,2984,93.6,73.2,97.7,85.4,77.3,2.4,71.1,8.3,83.2
Student_1985,2985,94.5,81.8,77.9,89.4,82.3,2.7,71.9,7.6,81.4
Student_1986,2986,90.1,94.6,64.9,82.0,71.5,4.2,56.2,5.9,78.8
Student_1987,2987,92.3,72.3,77.6,96.7,79.1,4.3,53.4,7.9,79.9
Student_1988,2988,90.2,75.8,70.8,78.2,89.1,5.0,59.8,6.8,78.3
Student_1989,2989,78.6,77.3,78.9,86.2,68.6,4.4,100.0,5.7,78.5
Student_1990,2990,89.3,100.0,82.0,88.0,64.7,2.0,63.8,5.9,82.3
Student_1991,2991,93.0,49.8,89.5,79.0,65.1,6.2,88.5,7.7,77.6
Student_1992,2992,92.5,83.2,74.7,87.8,66.3,5.9,63.0,8.4,82.0
Student_1993,2993,96.9,73.6,94.7,74.1,84.0,2.1,83.3,6.3,81.8
Student_1994,2994,92.1,81.8,85.9,75.8,63.9,4.5,83.5,7.8,82.3
Student_1995,2995,88.5,67.1,66.5,66.9,75.0,3.1,84.3,9.4,72.8
Student_1996,2996,95.7,74.4,100.0,82.4,84.2,4.2,75.8,5.1,85.1
Student_1997,2997,84.7,83.5,78.9,83.3,82.2,5.6,90.7,7.5,83.8
Student_1998,2998,76.2,100.0,65.0,91.8,74.1,7.2,75.7,8.2,84.4
Student_1999,2999,83.4,84.7,94.8,87.9,79.9,5.1,95.7,6.9,87.4
Student_2000,3000,77.6,64.8,99.9,77.2,79.1,4.4,45.7,8.9,79.6
Student_2001,3001,78.2,69.9,74.6,68.2,75.8,3.5,75.2,10.0,74.5
Student_2002,3002,83.6,69.6,69.0,84.3,75.9,4.3,74.2,7.5,74.9
Student_2003,3003,77.1,53.5,72.9,91.1,100.0,6.0,56.0,6.6,74.4
Student_2004,3004,81.9,71.0,83.6,87.6,86.1,3.9,78.7,8.5,80.4
Student_2005,3005,66.1,83.8,90.3,90.8,100.0,2.7,47.6,8.3,81.8
Student_2006,3006,87.1,59.7,81.8,77.9,73.0,1.6,60.2,4.0,70.1
Student_2007,3007,85.0,87.6,76.2,75.3,77.2,4.8,40.0,7.0,79.2
Student_2008,3008,76.8,80.9,93.0,72.6,64.7,4.4,93.4,6.4,81.1
Student_2009,3009,91.6,66.2,71.2,79.4,69.9,3.0,66.5,7.6,73.2
Student_2010,3010,94.4,73.3,87.4,79.2,97.0,5.5,100.0,6.7,85.8
Student_2011,3011,68.9,94.2,71.5,82.1,72.8,3.4,82.0,6.9,78.3
Student_2012,3012,77.4,83.8,80.2,78.7,97.2,3.8,76.7,5.7,80.7
Student_2013,3013,77.3,75.1,73.6,78.7,65.6,4.0,61.2,8.1,74.4
Student_2014,3014,75.6,72.1,74.3,72.2,67.5,3.5,54.3,9.5,72.9
Student_2015,3015,93.3,75.9,70.5,89.4,74.6,4.4,77.8,5.7,78.1
Student_2016,3016,83.1,68.9,91.1,80.8,77.4,5.7,68.9,4.9,79.9
Student_2017,3017,82.4,49.7,66.2,78.3,87.2,2.3,49.9,7.0,66.3
Student_2018,3018,65.0,99.5,66.1,72.5,82.5,4.7,47.2,7.0,77.3
Student_2019,3019,91.4,76.9,100.0,66.7,73.8,4.3,55.6,8.8,83.5
Student_2020,3020,72.6,79.8,86.7,93.1,76.7,4.2,97.3,5.2,81.2
Student_2021,3021,85.6,74.3,46.4,85.5,74.8,5.3,100.0,6.2,72.5
Student_2022,3022,87.8,66.2,68.2,63.8,68.9,4.1,73.1,4.0,69.8
Student_2023,3023,98.6,72.8,53.3,87.6,69.1,4.7,72.2,9.1,74.9
Student_2024,3024,71.9,55.8,63.6,89.2,88.3,5.1,65.0,7.4,70.4
Student_2025,3025,54.8,100.0,37.3,81.2,59.7,3.2,56.0,6.3,65.9
Student_2026,3026,86.8,60.2,73.4,96.0,94.2,4.4,90.6,5.0,76.9
Student_2027,3027,100.0,62.6,61.3,82.2,74.6,3.6,98.1,5.2,72.8
Student_2028,3028,97.4,69.7,75.7,65.8,70.3,3.8,56.6,7.6,75.1
Student_2029,3029,87.1,90.5,55.5,83.7,85.4,3.5,68.8,5.3,76.1
Student_2030,3030,80.1,75.2,76.0,82.4,92.9,4.7,63.3,7.2,78.9
Student_2031,3031,93.1,60.2,70.0,74.0,89.2,4.1,63.7,10.0,75.1
Student_2032,3032,75.3,90.1,93.0,85.7,83.0,4.6,87.8,6.5,86.3
Student_2033,3033,89.8,83.8,91.9,63.3,88.9,4.0,50.3,5.6,82.0
Student_2034,3034,90.1,81.5,84.4,89.9,60.8,1.6,77.0,7.6,79.3
Student_2035,3035,95.6,83.6,71.1,71.2,72.8,4.0,80.9,5.2,78.1
Student_2036,3036,100.0,100.0,98.8,70.2,68.9,4.1,67.9,9.6,91.0
Student_2037,3037,88.9,100.0,56.4,78.9,90.2,4.4,83.4,9.1,82.4
Student_2038,3038,79.9,66.8,58.2,84.3,74.2,3.1,72.2,6.8,69.2
Student_2039,3039,84.7,94.5,74.0,81.6,86.5,2.2,88.3,5.7,81.2
Student_2040,3040,67.3,79.6,100.0,72.6,83.4,4.9,47.2,6.4,81.1
Student_2041,3041,78.1,81.0,72.6,74.9,69.4,3.6,64.8,6.6,74.7
Student_2042,3042,80.9,54.7,72.8,68.7,72.1,4.3,68.9,7.6,69.6
Student_2043,3043,79.8,73.0,57.7,77.8,90.9,3.6,29.9,8.6,71.0
Student_2044,3044,86.5,65.2,86.4,90.8,70.2,4.0,53.7,5.4,76.5
Student_2045,3045,76.8,84.9,86.4,80.0,79.2,3.3,57.8,8.5,80.7
Student_2046,3046,96.2,87.9,84.5,88.6,70.2,2.5,84.2,7.9,84.1
Student_2047,3047,85.0,50.1,67.4,94.6,74.9,4.7,59.4,6.2,69.8
Student_2048,3048,84.9,74.7,66.5,74.1,77.5,3.1,57.7,5.4,71.9
Student_2049,3049,81.7,88.5,59.5,78.1,70.2,4.2,82.3,7.2,76.1
Student_2050,3050,86.6,72.8,76.0,100.0,68.4,4.6,45.7,5.4,76.7
Student_2051,3051,93.3,83.7,62.0,94.4,80.9,3.1,38.9,8.5,77.3
Student_2052,3052,76.3,79.2,60.9,63.3,69.6,2.2,64.6,5.3,68.0
Student_2053,3053,78.4,79.1,69.9,83.9,69.9,7.6,48.3,7.8,78.3
Student_2054,3054,82.0,71.7,69.1,80.0,68.6,3.2,48.9,6.9,71.4
Student_2055,3055,71.5,60.4,68.5,88.3,77.2,4.9,78.6,6.2,71.5
Student_2056,3056,76.8,61.5,80.6,72.6,87.4,6.9,83.1,6.8,77.5
Student_2057,3057,80.2,83.5,75.9,71.6,93.1,5.2,81.8,8.6,81.9
Student_2058,3058,93.7,75.2,71.5,73.2,70.7,3.5,86.6,5.2,75.5
Student_2059,3059,87.6,73.3,77.2,74.3,99.5,3.9,88.6,6.4,79.7
Student_2060,3060,86.9,69.9,63.1,88.2,68.0,2.8,38.1,5.9,69.5
Student_2061,3061,93.5,71.3,76.3,68.2,88.8,5.3,76.8,6.9,79.2
Student_2062,3062,83.6,87.6,76.8,73.8,70.8,4.8,62.1,6.0,79.0
Student_2063,3063,88.9,71.0,57.0,62.1,69.3,3.2,58.8,4.3,66.7
Student_2064,3064,84.0,58.9,86.9,90.1,70.6,2.4,78.4,5.4,74.2
Student_2065,3065,87.7,83.9,64.4,92.7,77.5,2.0,44.0,9.5,76.1
Student_2066,3066,79.2,72.5,76.1,76.7,83.8,5.5,43.7,7.4,76.5
Student_2067,3067,60.6,75.4,89.0,77.0,84.7,4.2,79.5,7.3,78.2
Student_2068,3068,83.7,94.3,86.1,84.5,68.6,4.3,77.3,6.6,84.4
Student_2069,3069,99.2,74.8,75.4,94.7,68.1,2.8,72.1,6.9,78.6
Student_2070,3070,94.3,78.5,70.7,84.1,68.8,1.8,56.8,6.4,74.5
Student_2071,3071,94.7,60.9,86.4,73.0,76.9,5.4,81.2,7.8,79.3
Student_2072,3072,97.4,72.4,83.1,63.8,75.9,4.1,80.2,7.2,79.1
Student_2073,3073,85.9,82.3,67.6,68.8,68.5,5.4,71.3,5.2,75.7
Student_2074,3074,87.0,56.3,65.5,80.7,80.7,3.4,52.3,7.4,69.4
Student_2075,3075,78.8,77.4,50.1,73.4,100.0,3.6,63.6,4.0,69.9
Student_2076,3076,81.8,76.2,76.8,81.9,73.0,5.1,82.6,7.6,79.0
Student_2077,3077,91.2,75.5,74.0,74.5,73.7,5.1,89.9,4.9,77.9
Student_2078,3078,97.0,87.4,88.6,69.4,83.6,5.2,65.1,6.9,85.8
Student_2079,3079,83.6,79.0,79.3,68.2,72.4,3.6,66.3,5.2,75.6
Student_2080,3080,80.5,92.7,91.0,95.6,84.7,4.9,67.6,7.0,87.8
Student_2081,3081,85.0,63.1,66.6,88.9,70.8,5.7,74.1,7.9,74.5
Student_2082,3082,91.0,76.6,88.7,97.3,96.3,3.8,61.3,9.3,85.7
Student_2083,3083,70.6,76.0,68.7,85.4,81.4,3.2,26.6,4.7,70.3
Student_2084,3084,62.0,62.2,84.3,75.7,71.8,6.0,87.9,8.5,75.4
Student_2085,3085,79.5,86.5,57.5,93.2,72.1,3.0,96.9,7.2,75.8
Student_2086,3086,72.8,100.0,77.8,79.7,72.9,4.9,60.8,6.3,81.7
Student_2087,3087,79.9,74.8,51.2,82.2,91.7,3.9,54.0,8.1,71.6
Student_2088,3088,83.5,81.1,71.8,79.6,65.3,1.2,67.9,6.6,73.1
Student_2089,3089,80.5,76.0,80.3,50.5,71.3,5.7,67.2,8.1,76.4
Student_2090,3090,99.5,66.4,68.7,96.0,72.4,0.0,84.9,5.5,72.6
Student_2091,3091,88.3,53.2,62.4,84.9,77.8,1.0,70.8,6.1,66.0
Student_2092,3092,88.0,66.5,85.2,83.3,75.3,4.8,58.1,8.4,78.9
Student_2093,3093,91.2,58.3,73.8,79.4,63.1,4.8,50.2,9.2,72.9
Student_2094,3094,73.6,95.4,69.1,81.6,74.0,3.0,83.0,6.9,78.3
Student_2095,3095,95.4,73.6,75.5,74.0,77.0,4.2,79.0,4.0,76.9
Student_2096,3096,84.2,70.8,100.0,86.2,71.7,0.2,85.9,6.7,79.0
Student_2097,3097,91.7,85.7,88.8,66.9,84.9,5.1,55.5,7.0,83.9
Student_2098,3098,74.3,61.5,89.0,81.9,87.2,4.4,97.6,6.7,78.3
Student_2099,3099,69.5,65.8,80.2,85.6,77.2,3.9,43.8,7.5,73.0
Student_2100,3100,93.2,75.8,77.0,78.0,80.3,4.0,80.6,6.3,79.1
Student_2101,3101,88.8,87.3,46.2,83.7,56.4,4.7,41.4,8.3,71.6
Student_2102,3102,76.0,81.0,66.9,70.1,73.8,4.0,58.1,5.2,72.3
Student_2103,3103,76.3,78.0,69.2,70.3,88.0,1.2,93.4,8.9,74.4
Student_2104,3104,96.3,75.9,52.5,82.4,73.8,7.3,82.5,9.3,78.3
Student_2105,3105,73.1,79.8,61.1,86.8,70.6,5.8,61.8,5.6,73.6
Student_2106,3106,100.0,77.4,51.2,61.3,100.0,2.1,62.2,5.6,71.3
Student_2107,3107,76.0,62.6,74.5,85.2,96.2,3.5,71.5,7.6,74.6
Student_2108,3108,91.4,75.6,84.8,74.6,82.7,3.6,77.7,5.2,79.7
Student_2109,3109,81.7,62.1,88.3,78.1,89.4,5.6,88.8,6.3,79.8
Student_2110,3110,91.0,76.0,80.0,66.6,55.7,0.8,63.2,8.7,73.3
Student_2111,3111,79.6,69.2,63.4,71.5,70.1,3.3,45.8,8.1,68.9
Student_2112,3112,83.4,100.0,51.8,89.7,73.3,1.4,72.4,10.0,76.7
Student_2113,3113,85.4,74.5,53.9,80.3,75.6,3.6,63.1,7.3,70.9
Student_2114,3114,75.0,58.1,59.8,76.2,73.1,3.3,50.5,6.1,64.6
Student_2115,3115,92.4,73.4,64.3,78.8,52.5,4.1,74.5,7.1,72.8
Student_2116,3116,79.9,81.2,73.1,84.9,81.9,3.1,66.8,6.8,77.1
Student_2117,3117,82.7,95.1,62.8,84.4,83.4,2.9,74.6,6.8,78.7
Student_2118,3118,75.1,67.9,79.1,79.2,94.0,4.9,56.6,7.0,76.5
Student_2119,3119,59.4,56.0,72.2,90.9,70.1,4.7,77.3,5.6,68.3
Student_2120,3120,83.1,84.8,75.1,89.7,69.3,4.8,50.2,7.4,79.4
Student_2121,3121,100.0,58.4,88.7,84.1,51.2,3.7,57.6,4.9,74.3
Student_2122,3122,92.8,69.8,60.8,80.5,75.1,3.1,66.4,5.9,71.6
Student_2123,3123,84.8,71.9,80.0,86.6,87.0,3.8,96.1,6.8,80.1
Student_2124,3124,82.4,74.2,74.8,83.1,71.9,4.8,81.8,4.0,76.1
Student_2125,3125,85.2,83.3,71.0,90.6,99.4,0.7,86.2,8.2,79.4
Student_2126,3126,90.5,66.8,85.6,89.0,75.4,4.6,91.3,4.0,79.2
Student_2127,3127,73.2,71.7,85.5,69.8,79.5,4.5,100.0,8.0,78.7
Student_2128,3128,96.1,74.8,63.6,69.1,64.4,4.1,70.6,5.1,72.5
Student_2129,3129,92.2,76.8,72.8,73.0,80.9,3.8,91.3,6.4,78.1
Student_2130,3130,92.2,76.2,78.4,89.8,58.2,0.2,85.2,7.8,75.6
